Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10089602,2021-01-01 11:59:48,2019-09-12 19:33:34,103314310,31200921620,103314310,302,8957,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089602/SRR10089602.lite.1,SRX6822271,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364847,SAMN12718528,simple,9606,Homo sapiens,GSM4071869,,,,,,,no,,,,,GEO,SRA959162,,public,FEF673B7B8D8951712BB09910E8ECB40,29B33C624D44477B2E233A7C3C42E415
SRR10089603,2021-01-01 11:59:48,2019-09-12 18:43:47,85319484,25766484168,85319484,302,7374,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089603/SRR10089603.lite.1,SRX6822272,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364848,SAMN12718527,simple,9606,Homo sapiens,GSM4071870,,,,,,,no,,,,,GEO,SRA959162,,public,DFF3535F534790612675CEF124587D9E,874303CC62A2DD8D678A36BBB3139746
SRR10089604,2021-01-01 11:59:48,2019-09-13 07:49:48,101360053,30610736006,101360053,302,8887,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089604/SRR10089604.lite.1,SRX6822273,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364849,SAMN12718526,simple,9606,Homo sapiens,GSM4071871,,,,,,,no,,,,,GEO,SRA959162,,public,BC32BCA3E6D64EDCAF5294C700624492,23C34E3CF45DF3C79B9CE1A7702FA671
SRR10089605,2021-01-01 11:59:48,2019-09-13 07:38:23,88219258,26642215916,88219258,302,7686,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089605/SRR10089605.lite.1,SRX6822274,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364850,SAMN12718525,simple,9606,Homo sapiens,GSM4071872,,,,,,,no,,,,,GEO,SRA959162,,public,963353DD72B0E34CCDB23D4B1372F15F,C51213952E26FF25C232BBD444EC0FB0
SRR10089606,2021-01-01 11:59:48,2019-09-13 08:00:10,90569092,27351865784,90569092,302,7806,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089606/SRR10089606.lite.1,SRX6822275,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364851,SAMN12718524,simple,9606,Homo sapiens,GSM4071873,,,,,,,no,,,,,GEO,SRA959162,,public,460ACF8EBC3539FDA4209B843A0A49A5,5BD95DF554D1BE4E0246734567D2D758
SRR10089607,2021-01-01 11:59:48,2019-09-13 07:50:34,97597268,29474374936,97597268,302,8481,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089607/SRR10089607.lite.1,SRX6822276,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364852,SAMN12718523,simple,9606,Homo sapiens,GSM4071874,,,,,,,no,,,,,GEO,SRA959162,,public,EC1FD61690BD0F04731DDF2CC6846D60,F2EDFE5EBE1999D51C36BCCC685E9F9E
SRR10089608,2021-01-01 11:59:48,2019-09-13 08:00:03,91359921,27590696142,91359921,302,7926,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089608/SRR10089608.lite.1,SRX6822277,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364853,SAMN12718558,simple,9606,Homo sapiens,GSM4071875,,,,,,,no,,,,,GEO,SRA959162,,public,52E8D5B31CDF2ED22CFEBE1D5C2B6C10,3B735A49E99EED552D2725C06762AC7A
SRR10089609,2021-01-01 11:59:48,2019-09-13 07:47:59,95707783,28903750466,95707783,302,8274,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089609/SRR10089609.lite.1,SRX6822278,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364854,SAMN12718556,simple,9606,Homo sapiens,GSM4071876,,,,,,,no,,,,,GEO,SRA959162,,public,95A5CCE69D19F013F18BA35D9FE23F2C,8D9F47DFDA89D113C7D2BD1F7B6011DB
SRR10089610,2021-01-01 11:59:48,2019-09-13 07:39:21,82023492,24771094584,82023492,302,7130,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089610/SRR10089610.lite.1,SRX6822279,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364855,SAMN12718553,simple,9606,Homo sapiens,GSM4071877,,,,,,,no,,,,,GEO,SRA959162,,public,AFD28DF6001FB6CD5F466DF793BE0D44,6C315FA39DD6CCB14F6BBFE5251EB772
SRR10089611,2021-01-01 11:59:48,2019-09-13 08:04:00,99916123,30174669146,99916123,302,8730,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089611/SRR10089611.lite.1,SRX6822280,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364856,SAMN12718551,simple,9606,Homo sapiens,GSM4071878,,,,,,,no,,,,,GEO,SRA959162,,public,68B1BFCCAFBB9D79170E60294F954A44,297F2A3C05DEE8FB13ED56677AE09486
SRR10089612,2021-01-01 11:59:48,2019-09-13 07:33:01,80948271,24446377842,80948271,302,6999,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089612/SRR10089612.lite.1,SRX6822281,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364857,SAMN12718550,simple,9606,Homo sapiens,GSM4071879,,,,,,,no,,,,,GEO,SRA959162,,public,FD79BA48B1C4B0BBE04EF4F18BB95B3A,0E9B87E758D32A7F70D2F167E75A44CC
SRR10089613,2021-01-01 11:59:48,2019-09-13 07:46:04,88637626,26768563052,88637626,302,7728,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089613/SRR10089613.lite.1,SRX6822282,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364858,SAMN12718549,simple,9606,Homo sapiens,GSM4071880,,,,,,,no,,,,,GEO,SRA959162,,public,8ABC0CF66EAE7F9B038C8036E7C125C2,3A77AF9CA64C9196689932F602932BA3
SRR10089614,2021-01-01 11:59:48,2019-09-13 07:36:34,80847458,24415932316,80847458,302,7173,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089614/SRR10089614.lite.1,SRX6822283,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364859,SAMN12718548,simple,9606,Homo sapiens,GSM4071881,,,,,,,no,,,,,GEO,SRA959162,,public,E9F486000E5B9855851842527F66D891,BB2CE7AF3D651D9A121437FDD107CE58
SRR10089615,2021-01-01 11:59:48,2019-09-13 07:40:12,73924688,22325255776,73924688,302,6392,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089615/SRR10089615.lite.1,SRX6822284,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364860,SAMN12718547,simple,9606,Homo sapiens,GSM4071882,,,,,,,no,,,,,GEO,SRA959162,,public,0E05E31FF98B11BCC1A0BA30D6725D96,0D5F87E3558D15CF8BFB5350B865CBDB
SRR10089616,2021-01-01 11:59:48,2019-09-13 07:38:37,74207523,22410671946,74207523,302,6478,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089616/SRR10089616.lite.1,SRX6822285,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364861,SAMN12718544,simple,9606,Homo sapiens,GSM4071883,,,,,,,no,,,,,GEO,SRA959162,,public,E1E02694BF0E63CC30C37A32399D8DDC,AF5FA562826A78E5DF518EBD5FF2C269
SRR10089617,2021-01-01 11:59:48,2019-09-13 07:35:38,79567854,24029491908,79567854,302,6967,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089617/SRR10089617.lite.1,SRX6822286,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364862,SAMN12718543,simple,9606,Homo sapiens,GSM4071884,,,,,,,no,,,,,GEO,SRA959162,,public,E27A72D6E46A1E8CE59E82B0B699F9B7,38007E86C8AF66D1EEE1C7C547775804
SRR10089618,2021-01-01 11:59:48,2019-09-13 08:03:43,89933625,27159954750,89933625,302,8034,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089618/SRR10089618.lite.1,SRX6822287,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364863,SAMN12718542,simple,9606,Homo sapiens,GSM4071885,,,,,,,no,,,,,GEO,SRA959162,,public,E7E0ABFCC4D60A61F39D97B48383A960,F4C316A052CE6ACD686EA8F0EA278101
SRR10089619,2021-01-01 11:59:48,2019-09-13 07:30:10,72707173,21957566246,72707173,302,6313,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089619/SRR10089619.lite.1,SRX6822288,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364864,SAMN12718541,simple,9606,Homo sapiens,GSM4071886,,,,,,,no,,,,,GEO,SRA959162,,public,BD07750FD1D38C4183BCA87D75AFD7DD,C05A016B5251E8F9CDB181DCFD28A257
SRR10089620,2021-01-01 11:59:48,2019-09-13 07:50:43,87585533,26450830966,87585533,302,7889,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089620/SRR10089620.lite.1,SRX6822289,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364865,SAMN12718540,simple,9606,Homo sapiens,GSM4071887,,,,,,,no,,,,,GEO,SRA959162,,public,2D778CF674CD74FA8ED713DA06EE2959,D5BD4D8EBF8111E3F3AA32189D07881E
SRR10089501,2021-01-01 11:59:44,2019-09-13 21:27:47,111562333,33691824566,111562333,302,9698,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089501/SRR10089501.lite.1,SRX6822170,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364746,SAMN12718446,simple,9606,Homo sapiens,GSM4071768,,,,,,,no,,,,,GEO,SRA959162,,public,EF54D674B5E54A3724D670F1906CEB0A,105C65A21C42CE57BA0663941D7AF096
SRR10089502,2021-01-01 11:59:44,2019-09-13 20:49:32,90066120,27199968240,90066120,302,7843,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089502/SRR10089502.lite.1,SRX6822171,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364747,SAMN12718445,simple,9606,Homo sapiens,GSM4071769,,,,,,,no,,,,,GEO,SRA959162,,public,D056F83ED067DD2D5B3427BB3C114C63,22E8D701A9CB01FC513956907C44B3FF
SRR10089503,2021-01-01 11:59:44,2019-09-12 14:46:49,76708254,23165892708,76708254,302,6597,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089503/SRR10089503.lite.1,SRX6822172,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364748,SAMN12718444,simple,9606,Homo sapiens,GSM4071770,,,,,,,no,,,,,GEO,SRA959162,,public,C041E6239DEF342EDE5B69123815E92D,25DB90F0A9F9A36DA14AB2D80FEC4AE2
SRR10089504,2021-01-01 11:59:44,2019-09-13 20:21:23,79201188,23918758776,79201188,302,6883,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089504/SRR10089504.lite.1,SRX6822173,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364749,SAMN12718443,simple,9606,Homo sapiens,GSM4071771,,,,,,,no,,,,,GEO,SRA959162,,public,547453916B1863EBD1F5EB492769A98E,0AC3A2D2B850905E322F21B3D8EA25F4
SRR10089505,2021-01-01 11:59:45,2019-09-12 14:51:57,79202061,23919022422,79202061,302,6815,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089505/SRR10089505.lite.1,SRX6822174,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364750,SAMN12718442,simple,9606,Homo sapiens,GSM4071772,,,,,,,no,,,,,GEO,SRA959162,,public,44CED1E3F1D82977DEB60A179AC206D8,386AD0B7BEC4400FE6A4F37DE22F80A8
SRR10089506,2021-01-01 11:59:45,2019-09-13 20:57:15,94441504,28521334208,94441504,302,8192,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089506/SRR10089506.lite.1,SRX6822175,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364751,SAMN12718441,simple,9606,Homo sapiens,GSM4071773,,,,,,,no,,,,,GEO,SRA959162,,public,E5C47BF9CDFE391A6740C0AE99C52A96,231F9206B94174210B741ED820A488BA
SRR10089507,2021-01-01 11:59:45,2019-09-13 20:24:15,89450575,27014073650,89450575,302,7771,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089507/SRR10089507.lite.1,SRX6822176,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364752,SAMN12718439,simple,9606,Homo sapiens,GSM4071774,,,,,,,no,,,,,GEO,SRA959162,,public,2C0D5D698B9A6714477AACB286A88CB1,AFC76C570C42546756B9D516C5926DF1
SRR10089508,2021-01-01 11:59:45,2019-09-13 20:46:56,97185742,29350094084,97185742,302,8324,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089508/SRR10089508.lite.1,SRX6822177,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364753,SAMN12718438,simple,9606,Homo sapiens,GSM4071775,,,,,,,no,,,,,GEO,SRA959162,,public,2EA3E5DFCBA7975BC4E8E1442A088455,73AA6699E824AEB6A6FE2DA03A5790EF
SRR10089509,2021-01-01 11:59:45,2019-09-12 14:56:30,79757067,24086634234,79757067,302,6888,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089509/SRR10089509.lite.1,SRX6822178,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364754,SAMN12718435,simple,9606,Homo sapiens,GSM4071776,,,,,,,no,,,,,GEO,SRA959162,,public,F830DC3EFDCA87F14F44639780991AC2,E07626DD51D44CE61B6374A262522DAF
SRR10089510,2021-01-01 11:59:45,2019-09-13 20:38:27,92313290,27878613580,92313290,302,8017,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089510/SRR10089510.lite.1,SRX6822179,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364755,SAMN12718433,simple,9606,Homo sapiens,GSM4071777,,,,,,,no,,,,,GEO,SRA959162,,public,F778C62261C96C39558CD9679094CE7F,75EE6D73471F8290E05BBEFC9647B127
SRR10089511,2021-01-01 11:59:45,2019-09-13 20:17:13,90645697,27375000494,90645697,302,7793,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089511/SRR10089511.lite.1,SRX6822180,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364756,SAMN12718431,simple,9606,Homo sapiens,GSM4071778,,,,,,,no,,,,,GEO,SRA959162,,public,EE97279A98196881B70BE4D7B8153A67,CE9EFFD4AA3BB0652E65A97C6D6E308B
SRR10089512,2021-01-01 11:59:45,2019-09-13 20:22:28,83310445,25159754390,83310445,302,7225,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089512/SRR10089512.lite.1,SRX6822181,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364757,SAMN12718430,simple,9606,Homo sapiens,GSM4071779,,,,,,,no,,,,,GEO,SRA959162,,public,9A95DB1B1579D96CAEE924E8D7CD36CD,CCB434B482DB62D9DFFC510E6AA0B5B6
SRR10089513,2021-01-01 11:59:45,2019-09-12 14:54:01,78562370,23725835740,78562370,302,6782,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089513/SRR10089513.lite.1,SRX6822182,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364758,SAMN12718429,simple,9606,Homo sapiens,GSM4071780,,,,,,,no,,,,,GEO,SRA959162,,public,13717AC0B7D213B996F8C166C86DA852,1A0904A82A37CB7F6C1B15305630F8E6
SRR10089514,2021-01-01 11:59:45,2019-09-13 21:12:47,100631275,30390645050,100631275,302,8651,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089514/SRR10089514.lite.1,SRX6822183,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364759,SAMN12718428,simple,9606,Homo sapiens,GSM4071781,,,,,,,no,,,,,GEO,SRA959162,,public,4B974978A53A3C57F9925164F9FD6C76,07CBF276A264C5569F2545419E412E79
SRR10089515,2021-01-01 11:59:45,2019-09-13 20:41:20,85260423,25748647746,85260423,302,7479,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089515/SRR10089515.lite.1,SRX6822184,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364760,SAMN12718427,simple,9606,Homo sapiens,GSM4071782,,,,,,,no,,,,,GEO,SRA959162,,public,67C2BBF7BA8DD8019C473B56D10523D9,9790FD9D123FC3FD1990CFAF03DF53A9
SRR10089516,2021-01-01 11:59:45,2019-09-12 15:54:02,121372748,36654569896,121372748,302,10512,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089516/SRR10089516.lite.1,SRX6822185,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364761,SAMN12718426,simple,9606,Homo sapiens,GSM4071783,,,,,,,no,,,,,GEO,SRA959162,,public,5D3DF4CA09FC0602DC9DD039A98E6BAB,FF5FC3698FF4AC758BB9C4C7A806AE67
SRR10089517,2021-01-01 11:59:45,2019-09-12 15:16:01,77712032,23469033664,77712032,302,6687,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089517/SRR10089517.lite.1,SRX6822186,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364762,SAMN12718425,simple,9606,Homo sapiens,GSM4071784,,,,,,,no,,,,,GEO,SRA959162,,public,8A16CEEDE95F5583A9FB838B93889582,22738A53E5EB96A4CB16AA18B20F5F8D
SRR10089518,2021-01-01 11:59:45,2019-09-12 16:30:32,89090905,26905453310,89090905,302,7784,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089518/SRR10089518.lite.1,SRX6822187,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364763,SAMN12718424,simple,9606,Homo sapiens,GSM4071785,,,,,,,no,,,,,GEO,SRA959162,,public,99615E33DD42CE205492CDEC92841B53,FE57358475B6A411B81782E3AF602988
SRR10089519,2021-01-01 11:59:45,2019-09-13 21:18:11,95715217,28905995534,95715217,302,8249,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089519/SRR10089519.lite.1,SRX6822188,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364764,SAMN12718465,simple,9606,Homo sapiens,GSM4071786,,,,,,,no,,,,,GEO,SRA959162,,public,0CDA67857F7D689D3419532C89356355,259EFB9431ED28A4D5F21AFA8FF9C986
SRR10089520,2021-01-01 11:59:45,2019-09-13 21:17:55,97007568,29296285536,97007568,302,8380,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089520/SRR10089520.lite.1,SRX6822189,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364765,SAMN12718464,simple,9606,Homo sapiens,GSM4071787,,,,,,,no,,,,,GEO,SRA959162,,public,990560BB2979948D3A4622EAEF80596E,0BBF5F70DE3B7412E5E7E1CA03D25B86
SRR10089521,2021-01-01 11:59:45,2019-09-13 21:08:32,84830903,25618932706,84830903,302,7410,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089521/SRR10089521.lite.1,SRX6822190,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364766,SAMN12718463,simple,9606,Homo sapiens,GSM4071788,,,,,,,no,,,,,GEO,SRA959162,,public,CB80492BB6C6ADFED79E6CBEAA1FBCBA,B7F9816A243F1B66BF7FB098F012DC35
SRR10089522,2021-01-01 11:59:45,2019-09-13 20:59:51,83532416,25226789632,83532416,302,7392,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089522/SRR10089522.lite.1,SRX6822191,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364767,SAMN12718462,simple,9606,Homo sapiens,GSM4071789,,,,,,,no,,,,,GEO,SRA959162,,public,032B7FFF6E7C824C5F83ED43B5281F64,5990F6F4F917276D38A19DD5B9EDF200
SRR10089523,2021-01-01 11:59:45,2019-09-13 21:21:05,93389637,28203670374,93389637,302,8031,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089523/SRR10089523.lite.1,SRX6822192,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364768,SAMN12718461,simple,9606,Homo sapiens,GSM4071790,,,,,,,no,,,,,GEO,SRA959162,,public,FBF9FCC46B8AE40AE600A64EA505D4A1,399A47B0702179B50797E5B7F4796538
SRR10089524,2021-01-01 11:59:45,2019-09-13 21:38:26,88145657,26619988414,88145657,302,7661,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10089/SRR10089524/SRR10089524.lite.1,SRX6822193,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP221152,PRJNA564629,3,564629,SRS5364769,SAMN12718460,simple,9606,Homo sapiens,GSM4071791,,,,,,,no,,,,,GEO,SRA959162,,public,71FE548D8FC6A3E178DD86115B7EE6D0,BCA5AADA7C21BEABF41ADD0EF91D33A7
